step,disp,axial_strain,vol_strain,void_ratio,packing,sigma_yy,p_mean,escaped
238,0.052360000000000004,0.14178245564289976,0.13732749388900042,0.26789275415344993,0.7887102412440891,3103305.0,3070315.5,0
239,0.05258,0.14237818024644133,0.1374646837088702,0.2676911226219889,0.7888356888795447,3097895.5,3001202.625,0
240,0.0528,0.14297390484998293,0.13912919972336074,0.2652447391114503,0.7903609231382973,3020787.5,3125631.75,0
241,0.053020000000000005,0.14356962945352453,0.1395122014204795,0.26468183131832446,0.7907127114790478,3115449.75,3063499.875,0
242,0.05324,0.14416535405706613,0.13960080990413654,0.26455160107035725,0.790794143278588,3095838.75,3183445.75,0
243,0.05346,0.14476107866060772,0.14072818742388987,0.2628946643088803,0.7918316770680558,3155058.0,3069866.125,0
244,0.05368,0.14535680326414932,0.14218756430772803,0.2607497792412677,0.7931788023804457,3111670.0,3171895.75,0
245,0.0539,0.14595252786769092,0.14170158954581286,0.2614640292897727,0.7927296988111648,3141189.75,3164899.25,0
246,0.05412,0.14654825247123252,0.14236219887843282,0.2604931141623962,0.7933403116323289,3154368.75,3152512.625,0
247,0.05434,0.1471439770747741,0.14239464023583734,0.2604454342355448,0.7933703219818445,3081043.5,3194478.625,0
248,0.054560000000000004,0.1477397016783157,0.14365775497736769,0.2585890008647046,0.794540552406669,3294037.75,3312747.375,0
249,0.05478,0.1483354262818573,0.14267160227218617,0.2600383757555599,0.7936266222053495,3332061.25,3328783.625,0
250,0.055,0.14893115088539888,0.14441133058792296,0.2574814507230674,0.7952403587543877,3485080.25,3403968.25,0
251,0.055220000000000005,0.1495268754889405,0.144545292412031,0.25728456346293493,0.7953648911792117,3439564.75,3450628.75,0
252,0.05544,0.1501226000924821,0.1458787774611652,0.25532470497713355,0.7966066437115292,3421682.5,3347925.375,0
